alert_type,delay_impact,safety_risk,affected_trains,route_busy,peak_hour,priority
track_fault,76.46,0.2795,15,1,0,Critical
weather_alert,16.26,0.2675,19,1,1,Critical
passenger_emergency,6.47,0.4003,13,1,0,High
passenger_emergency,74.73,0.3419,5,0,1,Critical
passenger_emergency,7.03,0.3758,7,0,1,High
signal_failure,0.16,0.4302,4,1,0,High
engine_issue,9.82,0.4194,4,1,0,High
track_fault,18.82,0.5481,6,0,0,Critical
passenger_emergency,5.12,0.1971,10,0,0,Low
weather_alert,1.66,0.1423,15,1,0,Low
track_fault,43.78,0.1185,6,0,1,Medium
engine_issue,8.22,0.3121,4,1,0,Medium
weather_alert,19.91,0.1959,3,1,1,Medium
engine_issue,28.27,0.2471,4,0,0,Medium
engine_issue,12.88,0.2951,9,0,1,High
signal_failure,11.58,0.3831,8,0,0,Medium
engine_issue,10.27,0.2362,8,1,1,High
track_fault,43.32,0.274,7,0,1,High
passenger_emergency,5.88,0.2408,9,1,1,High
passenger_emergency,21.57,0.0339,13,0,1,Low
weather_alert,12.21,0.2174,1,0,0,Low
signal_failure,1.77,0.5016,17,1,1,Critical
passenger_emergency,18.54,0.0479,6,1,0,Low
track_fault,27.59,0.175,3,0,1,Medium
engine_issue,7.11,0.614,4,1,1,Critical
passenger_emergency,15.11,0.2592,11,0,0,Medium
passenger_emergency,8.7,0.3994,10,0,0,High
signal_failure,0.36,0.0673,2,0,0,Low
track_fault,7.2,0.4033,10,1,1,Critical
weather_alert,8.21,0.0983,5,0,1,Low
engine_issue,105.67,0.5521,18,0,0,Critical
track_fault,15.73,0.188,6,0,1,Medium
engine_issue,3.26,0.5076,19,1,0,Critical
passenger_emergency,8.77,0.1018,12,1,0,Low
track_fault,1.94,0.3278,19,1,1,Critical
weather_alert,32.47,0.4398,11,1,1,Critical
weather_alert,32.94,0.2546,3,0,1,High
passenger_emergency,24.01,0.4657,13,1,0,Critical
track_fault,5.36,0.1123,10,0,1,Low
track_fault,0.83,0.2533,16,0,1,Medium
engine_issue,6.57,0.1972,8,1,0,Medium
engine_issue,34.27,0.1942,4,0,1,Medium
engine_issue,29.78,0.1725,3,0,0,Low
weather_alert,2.42,0.3747,15,0,0,Medium
weather_alert,15.5,0.3207,5,0,1,High
track_fault,8.7,0.1913,13,0,1,Medium
weather_alert,15.84,0.4308,3,0,0,High
track_fault,16.43,0.6283,2,0,0,Critical
engine_issue,1.46,0.2534,14,0,1,Medium
signal_failure,7.41,0.0754,7,0,0,Low
track_fault,3.42,0.1869,11,0,0,Low
passenger_emergency,11.17,0.4967,1,1,0,High
engine_issue,2.36,0.0355,4,0,1,Low
weather_alert,5.45,0.1238,2,0,1,Low
signal_failure,6.8,0.384,6,1,1,High
weather_alert,8.11,0.4747,6,1,1,Critical
track_fault,24.2,0.2432,8,1,0,High
weather_alert,0.14,0.41,5,1,1,High
passenger_emergency,33.65,0.3228,9,1,1,Critical
engine_issue,10.94,0.2504,18,1,1,Critical
signal_failure,14.3,0.4598,2,1,1,Critical
engine_issue,2.03,0.1222,17,0,0,Low
signal_failure,13.65,0.2776,8,0,0,Medium
engine_issue,7.56,0.5173,11,1,1,Critical
signal_failure,2.18,0.3914,13,1,0,High
weather_alert,14.56,0.4609,14,0,0,High
track_fault,2.25,0.2752,18,0,0,Medium
track_fault,2.37,0.6791,19,0,1,Critical
signal_failure,55.0,0.5418,2,1,1,Critical
passenger_emergency,10.85,0.6495,8,0,0,Critical
passenger_emergency,24.61,0.5126,11,0,1,Critical
passenger_emergency,1.03,0.1117,10,0,1,Low
signal_failure,7.66,0.4379,19,0,1,Critical
track_fault,1.81,0.1815,13,0,1,Medium
passenger_emergency,3.03,0.1707,8,0,0,Low
engine_issue,21.94,0.3663,18,1,0,Critical
signal_failure,7.17,0.2588,14,1,1,High
signal_failure,81.24,0.1653,16,1,1,Critical
track_fault,1.37,0.066,12,0,0,Low
passenger_emergency,7.9,0.2139,2,0,1,Low
signal_failure,4.66,0.448,19,1,1,Critical
passenger_emergency,4.19,0.0357,14,0,0,Low
weather_alert,3.67,0.105,3,1,0,Low
passenger_emergency,13.72,0.2242,5,0,0,Low
passenger_emergency,3.73,0.3784,7,1,0,High
track_fault,15.71,0.3068,5,1,1,High
passenger_emergency,7.49,0.1511,12,1,0,Low
signal_failure,14.67,0.1257,11,0,0,Low
track_fault,3.09,0.2337,5,0,1,Low
track_fault,36.2,0.4544,14,0,0,Critical
signal_failure,24.07,0.337,6,0,1,High
signal_failure,12.28,0.4605,4,0,1,High
signal_failure,26.22,0.5436,19,0,0,Critical
signal_failure,11.38,0.5685,6,1,1,Critical
track_fault,0.1,0.2469,5,0,0,Low
signal_failure,10.8,0.2822,14,0,0,Medium
signal_failure,7.46,0.3743,15,1,0,High
passenger_emergency,7.0,0.2003,3,0,1,Low
signal_failure,18.37,0.5126,2,1,1,Critical
signal_failure,2.43,0.5212,17,0,1,Critical
signal_failure,39.07,0.4965,10,0,0,Critical
signal_failure,18.13,0.2745,9,1,1,High
engine_issue,10.11,0.6109,8,1,1,Critical
passenger_emergency,6.14,0.3221,12,0,1,High
weather_alert,33.69,0.0686,13,0,0,Low
engine_issue,5.27,0.4513,2,1,0,High
signal_failure,63.4,0.4868,6,0,0,Critical
weather_alert,13.62,0.1085,19,1,0,Medium
signal_failure,42.11,0.1035,4,0,1,Medium
weather_alert,4.86,0.1795,18,1,1,High
engine_issue,43.83,0.3149,8,1,1,Critical
passenger_emergency,27.93,0.2289,4,1,1,High
track_fault,2.38,0.2097,12,0,0,Low
weather_alert,25.37,0.2984,13,1,1,Critical
engine_issue,15.8,0.1037,7,1,1,Medium
engine_issue,0.43,0.1298,16,0,1,Low
passenger_emergency,38.59,0.0518,2,0,1,Low
weather_alert,3.05,0.3858,3,1,0,Medium
engine_issue,0.94,0.1843,12,0,1,Medium
engine_issue,1.06,0.5114,11,1,1,Critical
weather_alert,2.02,0.4805,14,1,1,Critical
track_fault,25.84,0.4095,17,1,0,Critical
signal_failure,14.0,0.3927,18,0,1,Critical
engine_issue,13.88,0.1536,10,1,1,Medium
signal_failure,0.1,0.3743,10,1,1,High
signal_failure,10.11,0.3731,18,1,1,Critical
engine_issue,21.29,0.1954,19,1,1,Critical
weather_alert,7.85,0.186,1,1,1,Medium
weather_alert,3.81,0.657,10,0,0,Critical
track_fault,6.88,0.394,18,0,0,High
engine_issue,19.08,0.18,1,1,0,Low
signal_failure,1.23,0.2485,19,1,1,High
weather_alert,2.04,0.0994,15,0,0,Low
track_fault,2.8,0.0762,3,1,0,Low
weather_alert,1.54,0.2936,13,0,1,Medium
passenger_emergency,17.35,0.0922,9,1,0,Low
weather_alert,0.84,0.2058,7,1,0,Low
track_fault,7.92,0.199,12,0,0,Low
passenger_emergency,10.39,0.2232,14,1,1,High
weather_alert,11.15,0.0752,17,0,0,Low
weather_alert,2.57,0.2069,8,1,1,Medium
passenger_emergency,16.62,0.5017,4,0,0,High
passenger_emergency,41.8,0.371,17,0,1,Critical
signal_failure,23.32,0.2463,7,0,0,Medium
passenger_emergency,53.81,0.249,15,0,1,Critical
weather_alert,48.73,0.0463,16,0,0,Medium
track_fault,1.65,0.2596,2,0,0,Low
track_fault,8.13,0.2154,8,0,0,Low
weather_alert,34.14,0.1459,2,1,0,Medium
track_fault,0.93,0.2199,12,0,0,Low
engine_issue,4.08,0.387,16,1,0,High
weather_alert,3.84,0.3488,11,1,1,High
weather_alert,1.13,0.0881,7,1,1,Low
passenger_emergency,20.01,0.254,19,0,0,High
signal_failure,19.46,0.398,2,0,1,High
track_fault,23.79,0.6109,3,0,0,Critical
passenger_emergency,9.69,0.1962,7,1,0,Medium
engine_issue,9.16,0.3279,19,1,0,High
track_fault,41.85,0.0854,17,0,0,Medium
track_fault,1.22,0.3348,11,0,0,Medium
track_fault,12.72,0.4381,19,1,0,Critical
engine_issue,11.49,0.4338,18,1,1,Critical
track_fault,46.57,0.4105,12,0,0,Critical
weather_alert,42.51,0.2566,3,1,1,Critical
engine_issue,5.39,0.2509,18,1,1,High
weather_alert,50.43,0.3032,13,0,0,Critical
signal_failure,10.21,0.4332,3,1,1,Critical
weather_alert,19.53,0.3491,16,0,0,High
passenger_emergency,40.04,0.597,8,1,0,Critical
signal_failure,14.2,0.4771,15,0,0,Critical
track_fault,16.2,0.3673,5,0,1,High
weather_alert,46.42,0.4735,1,0,0,Critical
weather_alert,11.22,0.1083,9,0,1,Low
weather_alert,24.38,0.442,9,1,1,Critical
engine_issue,29.05,0.3119,17,1,0,Critical
weather_alert,3.21,0.5334,3,0,1,High
weather_alert,4.03,0.2437,18,1,1,High
signal_failure,9.68,0.2159,3,0,1,Low
weather_alert,17.23,0.523,18,0,0,Critical
engine_issue,25.53,0.1081,14,0,1,Medium
signal_failure,0.79,0.2151,7,0,0,Low
engine_issue,27.73,0.4521,19,0,1,Critical
engine_issue,26.28,0.2593,7,0,0,Medium
signal_failure,20.62,0.2891,13,0,0,Medium
passenger_emergency,3.52,0.5848,1,1,1,Critical
track_fault,32.28,0.334,2,1,1,Critical
track_fault,0.7,0.3182,7,0,1,Medium
engine_issue,0.78,0.2218,5,0,1,Low
passenger_emergency,5.52,0.0241,5,1,0,Low
weather_alert,1.79,0.0247,8,1,0,Low
weather_alert,0.56,0.4234,12,0,0,High
track_fault,14.88,0.1436,3,1,1,Medium
passenger_emergency,30.03,0.058,15,0,1,Medium
passenger_emergency,28.05,0.2336,17,1,0,High
engine_issue,18.22,0.4114,16,0,0,High
engine_issue,3.24,0.2295,4,0,0,Low
signal_failure,2.81,0.229,17,0,1,Medium
weather_alert,50.69,0.6566,3,0,1,Critical
passenger_emergency,2.41,0.1248,3,0,0,Low
engine_issue,77.7,0.076,14,1,0,Critical
engine_issue,41.12,0.3537,15,0,0,Critical
engine_issue,9.48,0.1024,3,1,0,Low
signal_failure,9.49,0.0562,8,1,0,Low
weather_alert,3.92,0.3991,8,1,0,High
weather_alert,10.14,0.2434,14,0,1,Medium
passenger_emergency,1.65,0.425,10,0,1,High
passenger_emergency,10.54,0.1969,12,1,0,Medium
engine_issue,32.31,0.0828,2,0,1,Low
passenger_emergency,9.73,0.1145,19,1,0,Medium
engine_issue,2.3,0.4865,11,0,1,Critical
weather_alert,6.48,0.3133,13,1,1,High
weather_alert,19.34,0.3326,10,1,1,Critical
passenger_emergency,4.9,0.251,5,1,1,Medium
weather_alert,9.08,0.1244,13,1,0,Low
signal_failure,4.06,0.2822,6,1,1,High
signal_failure,7.19,0.6874,5,1,1,Critical
engine_issue,2.88,0.1612,11,1,0,Low
engine_issue,40.65,0.5746,7,1,0,Critical
weather_alert,13.79,0.4125,17,1,1,Critical
engine_issue,9.39,0.5511,13,1,0,Critical
engine_issue,58.52,0.6416,8,0,0,Critical
passenger_emergency,30.84,0.1491,1,1,1,Medium
track_fault,1.82,0.0843,7,0,1,Low
engine_issue,25.21,0.4166,3,1,0,High
engine_issue,17.03,0.3903,5,1,0,High
engine_issue,26.62,0.115,6,1,1,Medium
passenger_emergency,6.23,0.4753,13,0,1,Critical
passenger_emergency,9.5,0.3662,3,1,0,High
engine_issue,25.73,0.2989,4,0,1,High
engine_issue,22.95,0.0919,1,1,1,Medium
engine_issue,12.46,0.5311,18,0,1,Critical
signal_failure,23.54,0.6771,19,1,0,Critical
engine_issue,1.45,0.2766,6,1,0,Medium
track_fault,16.69,0.3063,9,1,1,High
signal_failure,0.13,0.2362,6,0,1,Low
signal_failure,1.19,0.3937,11,1,1,Critical
engine_issue,0.68,0.0365,11,1,0,Low
signal_failure,41.03,0.249,5,1,0,High
weather_alert,27.57,0.4472,13,0,0,Critical
engine_issue,15.65,0.1818,1,1,1,Medium
track_fault,11.57,0.5181,13,1,0,Critical
weather_alert,2.29,0.6432,15,1,1,Critical
engine_issue,1.95,0.5043,2,1,1,Critical
weather_alert,18.0,0.2762,14,0,0,Medium
weather_alert,25.85,0.4006,15,0,1,Critical
signal_failure,24.81,0.1927,19,1,1,Critical
track_fault,52.54,0.7648,16,1,1,Critical
engine_issue,9.58,0.0984,1,1,0,Low
passenger_emergency,2.48,0.6723,2,1,1,Critical
signal_failure,1.96,0.4979,3,1,1,Critical
signal_failure,2.92,0.1282,12,0,1,Low
passenger_emergency,49.78,0.4491,14,0,0,Critical
passenger_emergency,1.7,0.3091,13,0,0,Medium
signal_failure,11.92,0.2371,7,1,1,High
engine_issue,44.36,0.2305,4,0,1,High
weather_alert,9.56,0.2401,2,1,0,Low
signal_failure,1.92,0.3166,8,1,0,Medium
track_fault,17.82,0.6192,6,0,1,Critical
track_fault,2.49,0.0493,6,1,1,Low
weather_alert,31.92,0.1026,2,1,1,Medium
track_fault,0.91,0.0803,6,1,1,Low
engine_issue,10.9,0.5014,16,1,1,Critical
track_fault,20.35,0.3137,5,0,0,Medium
weather_alert,2.53,0.1293,17,1,1,Medium
signal_failure,0.63,0.2587,2,1,0,Low
track_fault,10.25,0.3648,13,0,1,High
track_fault,7.32,0.1249,3,0,0,Low
passenger_emergency,4.38,0.3069,8,0,1,Medium
passenger_emergency,16.59,0.3492,19,1,1,Critical
engine_issue,18.8,0.0303,15,1,0,Low
signal_failure,40.33,0.4234,10,0,0,Critical
weather_alert,62.2,0.5433,13,1,1,Critical
engine_issue,9.45,0.3885,13,1,0,High
passenger_emergency,0.89,0.1945,16,0,1,Medium
track_fault,3.82,0.28,12,1,0,Medium
passenger_emergency,0.5,0.1592,10,1,0,Low
passenger_emergency,8.14,0.3719,2,1,1,High
track_fault,1.5,0.5036,19,0,1,Critical
weather_alert,39.69,0.1754,11,0,1,High
track_fault,0.91,0.3138,6,0,0,Low
track_fault,23.1,0.2659,3,1,0,Medium
track_fault,3.8,0.3689,12,1,1,Critical
weather_alert,6.52,0.4335,15,1,0,Critical
track_fault,24.27,0.2777,16,0,0,High
weather_alert,0.44,0.1261,17,1,1,Medium
engine_issue,2.64,0.1841,17,0,1,Medium
weather_alert,9.4,0.2831,12,1,1,High
passenger_emergency,14.56,0.3962,18,1,0,Critical
signal_failure,9.57,0.5779,2,0,0,High
passenger_emergency,10.98,0.6593,8,1,0,Critical
signal_failure,17.79,0.0939,10,1,0,Low
engine_issue,0.56,0.4897,14,0,1,Critical
track_fault,6.0,0.2826,6,0,1,Medium
weather_alert,9.08,0.7266,6,0,0,Critical
weather_alert,17.03,0.24,18,1,1,Critical
passenger_emergency,9.05,0.4087,13,1,0,High
engine_issue,7.57,0.4137,13,0,0,High
passenger_emergency,4.95,0.2912,4,1,1,High
track_fault,11.35,0.4424,10,0,0,High
track_fault,2.96,0.0444,9,0,1,Low
track_fault,1.21,0.1687,12,1,1,Medium
engine_issue,33.2,0.2303,18,0,1,High
weather_alert,14.42,0.1928,6,1,1,Medium
passenger_emergency,1.52,0.1404,16,1,0,Low
track_fault,0.35,0.1202,13,1,0,Low
track_fault,15.13,0.4847,10,1,0,Critical
passenger_emergency,23.51,0.3412,19,0,0,High
engine_issue,11.0,0.0547,3,1,1,Low
track_fault,0.56,0.2874,13,0,1,Medium
passenger_emergency,3.04,0.1978,8,0,1,Low
engine_issue,0.84,0.3408,13,1,1,High
passenger_emergency,21.12,0.7244,3,1,1,Critical
passenger_emergency,2.43,0.125,14,0,1,Low
passenger_emergency,27.25,0.1668,2,1,0,Medium
engine_issue,20.06,0.173,7,0,1,Medium
weather_alert,8.87,0.1839,18,0,1,Medium
passenger_emergency,8.6,0.0711,13,0,1,Low
track_fault,1.56,0.3237,10,0,1,Medium
signal_failure,4.33,0.1711,7,1,1,Medium
track_fault,1.64,0.2582,2,1,0,Low
weather_alert,26.44,0.183,3,0,1,Medium
engine_issue,9.93,0.7171,14,1,1,Critical
signal_failure,1.29,0.3464,6,1,0,Medium
engine_issue,26.01,0.3428,2,0,0,Medium
signal_failure,0.98,0.4237,9,1,0,High
engine_issue,3.73,0.3186,8,0,1,Medium
engine_issue,27.4,0.7558,19,1,0,Critical
weather_alert,14.2,0.3427,5,1,0,High
engine_issue,11.42,0.1753,6,1,1,Medium
engine_issue,30.44,0.2188,4,1,1,High
weather_alert,2.72,0.5272,4,1,0,High
weather_alert,5.06,0.1361,11,0,1,Low
passenger_emergency,7.49,0.0298,5,0,0,Low
track_fault,27.3,0.1683,14,0,0,Medium
engine_issue,2.02,0.5169,16,0,0,Critical
track_fault,23.58,0.404,10,0,1,Critical
engine_issue,0.43,0.4147,5,0,0,Medium
signal_failure,4.4,0.0862,16,1,0,Low
engine_issue,3.83,0.0764,19,1,1,Medium
signal_failure,9.3,0.1361,18,1,0,Medium
engine_issue,8.41,0.3755,18,1,1,Critical
passenger_emergency,59.42,0.3739,16,0,1,Critical
passenger_emergency,7.28,0.0561,15,1,0,Low
engine_issue,14.97,0.3402,19,1,1,Critical
signal_failure,0.52,0.4743,7,0,1,High
track_fault,21.68,0.7001,18,1,0,Critical
signal_failure,8.22,0.2318,1,1,1,Medium
weather_alert,7.0,0.1038,16,1,0,Low
passenger_emergency,2.19,0.2111,7,0,0,Low
engine_issue,42.48,0.2751,6,0,0,High
signal_failure,14.8,0.6911,13,0,0,Critical
signal_failure,4.69,0.1106,4,0,0,Low
passenger_emergency,0.48,0.5597,19,1,1,Critical
track_fault,26.58,0.2478,14,0,0,Medium
signal_failure,14.4,0.3476,1,0,1,Medium
signal_failure,7.99,0.2654,17,0,0,Medium
track_fault,4.64,0.9125,3,1,0,Critical
weather_alert,19.39,0.2754,16,1,1,Critical
passenger_emergency,22.47,0.0669,16,1,1,High
track_fault,7.82,0.3321,13,1,0,High
weather_alert,12.29,0.2572,12,0,1,High
signal_failure,49.7,0.194,16,0,1,Critical
signal_failure,66.75,0.1803,17,1,0,Critical
signal_failure,30.61,0.3729,14,1,0,Critical
passenger_emergency,9.9,0.5889,4,1,1,Critical
engine_issue,1.79,0.1373,13,1,0,Low
passenger_emergency,26.23,0.1567,4,0,1,Medium
signal_failure,0.53,0.4035,1,1,0,Medium
signal_failure,5.67,0.441,3,1,1,Critical
passenger_emergency,0.61,0.5088,9,0,0,High
signal_failure,16.6,0.1461,19,1,0,Medium
signal_failure,6.61,0.3783,1,1,1,High
engine_issue,11.92,0.3497,2,1,1,High
weather_alert,8.89,0.2701,2,1,0,Medium
track_fault,12.48,0.5227,4,0,1,Critical
engine_issue,1.87,0.3079,11,1,0,Medium
weather_alert,1.53,0.1043,16,0,1,Low
engine_issue,17.49,0.594,1,1,0,Critical
track_fault,8.31,0.0874,16,0,0,Low
signal_failure,8.57,0.2762,18,1,1,Critical
engine_issue,1.08,0.5178,2,0,0,High
passenger_emergency,13.88,0.2331,9,0,0,Low
weather_alert,12.26,0.123,16,1,1,High
passenger_emergency,0.39,0.2234,14,1,0,Medium
signal_failure,1.5,0.4992,4,1,0,High
signal_failure,11.55,0.1341,3,0,0,Low
engine_issue,1.09,0.4003,9,1,0,High
signal_failure,4.47,0.4184,17,1,1,Critical
engine_issue,2.06,0.2202,19,1,0,Medium
passenger_emergency,10.14,0.2569,10,0,1,Medium
track_fault,10.6,0.5544,11,0,1,Critical
engine_issue,12.9,0.5941,11,0,0,Critical
weather_alert,20.18,0.3446,10,0,1,High
signal_failure,7.24,0.4779,13,1,0,Critical
passenger_emergency,0.61,0.2485,6,0,1,Medium
track_fault,29.31,0.0178,11,1,0,Low
passenger_emergency,12.84,0.1411,12,1,1,Medium
weather_alert,7.15,0.0266,11,1,1,Low
signal_failure,12.77,0.2588,19,0,0,Medium
weather_alert,3.78,0.0294,15,1,0,Low
signal_failure,6.42,0.0905,14,0,0,Low
engine_issue,17.99,0.2238,16,1,1,High
passenger_emergency,15.09,0.6702,11,1,0,Critical
passenger_emergency,42.45,0.4146,6,1,1,Critical
passenger_emergency,5.17,0.2654,11,1,0,Medium
engine_issue,12.74,0.3998,18,0,0,High
engine_issue,10.32,0.2171,17,0,1,High
track_fault,0.73,0.4986,7,1,1,Critical
passenger_emergency,4.34,0.0502,10,1,1,Low
engine_issue,44.67,0.3186,6,1,1,Critical
weather_alert,7.66,0.3907,1,1,1,High
track_fault,1.59,0.2268,6,0,0,Low
weather_alert,9.58,0.2653,2,0,1,Medium
track_fault,20.18,0.3417,7,0,0,Medium
weather_alert,30.27,0.0618,2,0,0,Low
signal_failure,15.66,0.6546,7,0,0,Critical
signal_failure,4.88,0.1014,14,1,0,Low
track_fault,16.86,0.5091,17,1,0,Critical
engine_issue,15.32,0.3821,17,0,0,High
weather_alert,38.39,0.0671,11,1,1,High
track_fault,15.1,0.0974,11,0,0,Low
signal_failure,10.17,0.1165,19,0,1,Medium
track_fault,2.98,0.1671,11,0,1,Low
engine_issue,11.44,0.1786,2,0,1,Low
engine_issue,4.61,0.5975,18,1,0,Critical
weather_alert,2.08,0.1767,12,0,1,Low
track_fault,34.74,0.1457,13,0,0,Medium
weather_alert,6.88,0.1098,2,0,0,Low
weather_alert,24.26,0.5107,9,1,1,Critical
weather_alert,22.56,0.08,9,0,0,Low
engine_issue,6.87,0.5322,16,0,0,Critical
passenger_emergency,5.95,0.6007,8,1,1,Critical
track_fault,17.62,0.1911,7,0,0,Low
weather_alert,0.31,0.4627,13,1,0,Critical
signal_failure,19.4,0.2612,1,0,0,Low
signal_failure,4.17,0.1025,15,1,0,Low
passenger_emergency,3.01,0.3171,1,0,0,Low
engine_issue,3.66,0.4191,5,1,1,Critical
weather_alert,27.65,0.429,10,0,0,High
weather_alert,33.15,0.2654,4,1,1,High
weather_alert,6.88,0.0411,1,1,0,Low
track_fault,15.83,0.0486,8,1,0,Low
signal_failure,82.33,0.1985,14,0,0,Critical
signal_failure,2.65,0.4581,5,1,1,Critical
passenger_emergency,11.67,0.1571,6,1,1,Medium
track_fault,3.19,0.2991,13,1,0,High
engine_issue,40.59,0.2129,19,0,0,High
engine_issue,0.98,0.1436,10,1,1,Medium
signal_failure,0.89,0.2106,11,0,1,Medium
engine_issue,7.41,0.3633,16,0,1,High
signal_failure,1.58,0.0753,2,0,1,Low
signal_failure,5.49,0.1255,19,0,1,Medium
signal_failure,23.89,0.4861,10,1,0,Critical
passenger_emergency,6.14,0.0808,8,1,0,Low
engine_issue,0.45,0.3682,12,0,1,High
passenger_emergency,50.51,0.1576,18,1,1,Critical
engine_issue,2.12,0.0834,18,1,1,Medium
track_fault,11.18,0.2773,15,1,0,High
weather_alert,11.24,0.4466,10,1,1,Critical
passenger_emergency,6.6,0.0982,3,0,0,Low
engine_issue,0.15,0.3943,4,0,0,Medium
signal_failure,8.7,0.12,16,1,1,Medium
track_fault,4.46,0.351,3,1,1,High
passenger_emergency,16.5,0.3461,10,1,0,High
engine_issue,0.75,0.2478,8,1,0,Medium
passenger_emergency,19.72,0.3388,14,1,1,Critical
engine_issue,15.79,0.0501,7,0,0,Low
signal_failure,16.11,0.0599,14,0,0,Low
passenger_emergency,16.17,0.0825,10,0,0,Low
weather_alert,40.3,0.2126,17,0,1,High
weather_alert,1.68,0.5475,4,1,0,Critical
passenger_emergency,1.16,0.2973,15,0,1,High
signal_failure,1.12,0.4209,14,1,1,Critical
passenger_emergency,10.71,0.2147,16,1,0,Medium
track_fault,1.63,0.0546,10,0,1,Low
passenger_emergency,10.99,0.2161,7,0,1,Medium
signal_failure,11.96,0.2958,10,1,0,High
engine_issue,1.65,0.4038,19,1,1,Critical
weather_alert,23.93,0.2487,4,0,1,Medium
signal_failure,6.29,0.1679,13,0,1,Medium
signal_failure,16.62,0.0779,5,1,1,Medium
passenger_emergency,16.84,0.36,15,1,1,Critical
signal_failure,2.64,0.1635,9,1,0,Low
weather_alert,33.34,0.1674,17,0,0,Medium
passenger_emergency,4.58,0.3045,4,0,0,Low
weather_alert,48.13,0.4153,3,1,1,Critical
engine_issue,1.4,0.2045,19,0,1,Medium
engine_issue,0.22,0.0869,7,1,0,Low
weather_alert,2.84,0.1634,2,1,0,Low
engine_issue,9.05,0.2709,16,1,0,High
engine_issue,11.15,0.2439,8,1,1,High
signal_failure,15.56,0.1638,18,1,0,Medium
weather_alert,13.24,0.1006,9,1,0,Low
weather_alert,5.65,0.3027,15,0,0,Medium
weather_alert,18.38,0.2215,11,0,0,Medium
signal_failure,1.03,0.4576,10,0,1,High
weather_alert,0.5,0.0561,10,1,0,Low
weather_alert,2.01,0.212,5,0,0,Low
signal_failure,2.06,0.2984,14,1,1,High
passenger_emergency,7.26,0.242,10,1,1,High
engine_issue,13.72,0.3249,1,0,0,Low
engine_issue,56.76,0.176,8,1,0,High
weather_alert,3.87,0.1707,8,0,1,Low
engine_issue,13.52,0.4809,17,0,0,Critical
engine_issue,2.33,0.3037,9,1,1,High
track_fault,0.8,0.408,11,1,1,Critical
passenger_emergency,0.44,0.4721,2,1,1,Critical
passenger_emergency,19.38,0.2438,8,0,1,Medium
signal_failure,58.98,0.3325,6,1,1,Critical
weather_alert,40.52,0.1949,10,0,0,Medium
signal_failure,8.56,0.4891,18,1,1,Critical
track_fault,0.68,0.0169,18,0,1,Low
passenger_emergency,2.75,0.1128,6,1,1,Low
signal_failure,23.81,0.3546,12,1,1,Critical
track_fault,3.71,0.4171,19,0,0,High
track_fault,13.14,0.3375,5,0,0,Medium
weather_alert,5.42,0.2814,9,0,1,Medium
engine_issue,10.68,0.2787,10,1,0,Medium
engine_issue,24.42,0.3745,1,1,0,High
passenger_emergency,8.71,0.2754,9,1,1,High
engine_issue,73.29,0.4047,3,0,1,Critical
weather_alert,6.91,0.3879,6,1,0,High
signal_failure,6.66,0.3766,3,0,0,Medium
track_fault,10.0,0.4151,14,0,0,High
passenger_emergency,0.89,0.2216,16,0,1,Medium
passenger_emergency,24.49,0.2736,6,1,0,High
weather_alert,7.15,0.265,1,1,0,Medium
track_fault,17.87,0.3512,10,1,0,High
signal_failure,11.52,0.0565,3,0,1,Low
passenger_emergency,13.2,0.2965,9,1,1,High
weather_alert,14.76,0.4477,11,1,0,Critical
track_fault,4.33,0.3878,9,0,1,High
engine_issue,23.98,0.3865,10,0,1,Critical
weather_alert,0.01,0.3238,11,0,1,Medium
engine_issue,1.12,0.3728,4,0,0,Medium
passenger_emergency,19.95,0.1238,13,0,1,Medium
signal_failure,40.95,0.535,13,0,1,Critical
track_fault,4.32,0.0359,3,0,1,Low
signal_failure,2.31,0.4673,9,1,0,High
weather_alert,9.92,0.029,6,1,1,Low
weather_alert,2.19,0.5424,8,0,1,Critical
passenger_emergency,0.38,0.3544,15,0,1,High
engine_issue,10.13,0.2729,12,0,1,High
signal_failure,1.61,0.3074,18,1,1,Critical
engine_issue,14.04,0.2771,11,1,0,High
signal_failure,6.83,0.0171,1,0,0,Low
weather_alert,39.69,0.2441,14,1,1,Critical
weather_alert,12.39,0.3604,2,1,0,High
passenger_emergency,18.44,0.6082,7,1,1,Critical
track_fault,9.43,0.2697,18,1,1,Critical
track_fault,15.63,0.2106,19,1,1,High
signal_failure,24.85,0.0326,3,0,1,Low
engine_issue,10.14,0.1768,19,1,0,Medium
engine_issue,10.1,0.2609,19,0,0,Medium
weather_alert,2.64,0.3764,17,0,0,High
weather_alert,0.39,0.1318,16,1,0,Low
signal_failure,4.82,0.4764,2,0,1,High
track_fault,10.97,0.3166,3,0,1,Medium
engine_issue,21.82,0.2367,12,1,0,High
track_fault,10.1,0.5161,2,1,0,Critical
signal_failure,41.86,0.2536,5,1,0,High
passenger_emergency,14.67,0.4771,19,1,1,Critical
weather_alert,26.47,0.3402,18,0,0,High
engine_issue,84.65,0.2908,5,1,1,Critical
